Date,Type,Vendor,Description,Amount,Currency,Category,Payment Method,Reference,Project/Brand,Status,Notes
2026-02-28,Invoice,Canva,Canva subscription Feb 2026,19.99,CAD,Software Subscriptions,MasterCard ****2291,Invoice 04806-1734114,Street Voices Team,Recorded,"Brand Id: Street Voices Team"
